6905	Sport	shutterstock_171958736.jpg	0	23	0	
4016	Miscellaneous photos	COCO_test2014_000000260340.jpg	0	5	0	
6979	Body positivity	shutterstock_658714837.jpg	4	21	0.16	Posa, Forma fisica
5722	Miscellaneous photos	COCO_train2014_000000580002.jpg	1	3	0.25	Altro
6844	Sport	shutterstock_142334290.jpg	0	26	0	
6875	Sport	shutterstock_1833589909.jpg	0	24	0	
3367	Religion	shutterstock_1775961929.jpg	6	18	0.25	Posa, Location, Attività, Abbigliamento, Altro
3398	Religion	shutterstock_520706197.jpg	2	25	0.07	Espressione, Altro
6450	Miscellaneous photos	COCO_test2014_000000026561.jpg	0	4	0	
7034	Body positivity	grandparents-ga7faa8723_1920.jpg	1	26	0.04	Altro
5825	Miscellaneous photos	COCO_train2014_000000543855.jpg	0	3	0	
3896	Miscellaneous photos	COCO_test2014_000000424775.jpg	0	5	0	
4538	Miscellaneous photos	COCO_train2014_000000532245.jpg	0	8	0	
5095	Miscellaneous photos	COCO_train2014_000000554271.jpg	0	4	0	
3824	Miscellaneous photos	COCO_test2014_000000164399.jpg	0	4	0	
6947	Body positivity	shutterstock_1804989403.jpg	1	22	0.04	Espressione
3422	Religion	shutterstock_1723299436.jpg	2	24	0.08	Espressione, Posa
5786	Miscellaneous photos	COCO_train2014_000000464965.jpg	0	3	0	
4470	Miscellaneous photos	COCO_test2014_000000546392.jpg	0	4	0	
6416	Miscellaneous photos	COCO_val2014_000000161781.jpg	0	4	0	
7083	Body positivity	man-g6934970d1_1920.jpg	8	19	0.3	Espressione, Altro, Posa
7061	Body positivity	shutterstock_1722971329.jpg	1	19	0.05	Posa
7101	Body positivity	shutterstock_19648480.jpg	3	22	0.12	Altro, Espressione
7026	Body positivity	shutterstock_77027320.jpg	3	20	0.13	Espressione
6988	Body positivity	shutterstock_1706537734.jpg	9	14	0.39	Posa, Espressione, Attività, Location, Forma fisica, Abbigliamento, Altro
3508	LGBT+	shutterstock_1838173951.jpg	4	20	0.17	Altro, Attività, Espressione, Forma fisica
3404	Religion	shutterstock_734732989.jpg	1	22	0.04	Posa
5771	Miscellaneous photos	COCO_train2014_000000360179.jpg	0	4	0	
3370	Religion	shutterstock_1910810077.jpg	1	27	0.04	Altro
3426	Religion	shutterstock_2103895739.jpg	1	18	0.05	Espressione, Abbigliamento
6907	Sport	shutterstock_1441958966.jpg	0	24	0	
3477	LGBT+	shutterstock_1773346064.jpg	0	22	0	
3406	Religion	shutterstock_2018993462.jpg	4	18	0.18	Abbigliamento, Posa, Attività
7004	Body positivity	shutterstock_705874342.jpg	0	21	0	
4229	Miscellaneous photos	COCO_train2014_000000353929.jpg	0	6	0	
6807	Sport	shutterstock_1799405647.jpg	1	20	0.05	Espressione, Posa
3713	Miscellaneous photos	COCO_train2014_000000224390.jpg	0	4	0	
6971	Body positivity	shutterstock_1612399606.jpg	0	22	0	
3511	LGBT+	shutterstock_1827642641.jpg	5	18	0.22	Espressione, Abbigliamento, Posa, Altro, Location
6817	Sport	shutterstock_1610137567.jpg	0	23	0	
6286	Miscellaneous photos	COCO_train2014_000000401963.jpg	0	6	0	
3443	LGBT+	shutterstock_1937038552.jpg	3	18	0.14	Posa, Attività, Altro
3428	Religion	shutterstock_1703747581.jpg	2	21	0.09	Posa
3504	LGBT+	shutterstock_2030526107.jpg	4	18	0.18	Altro, Posa, Forma fisica, Espressione
7037	Body positivity	shutterstock_1767008963.jpg	5	15	0.25	Posa, Attività, Espressione, Abbigliamento, Altro
3800	Miscellaneous photos	COCO_train2014_000000265709.jpg	0	3	0	
7122	Body positivity	shutterstock_611023688.jpg	0	22	0	
6534	Miscellaneous photos	COCO_test2014_000000345123.jpg	0	1	0	
3420	Religion	shutterstock_2053080962.jpg	4	17	0.19	Altro, Abbigliamento, Forma fisica, Posa, Espressione, Location
3974	Miscellaneous photos	COCO_val2014_000000522452.jpg	0	3	0	
6928	Body positivity	shutterstock_112578665.jpg	2	21	0.09	Altro, Location
3377	Religion	shutterstock_2111291420.jpg	2	23	0.08	Altro, Location
7050	Body positivity	shutterstock_793660564.jpg	1	22	0.04	Forma fisica
7022	Body positivity	shutterstock_291060617.jpg	2	23	0.08	Posa, Attività
4708	Miscellaneous photos	COCO_test2014_000000566531.jpg	0	1	0	
6920	Body positivity	shutterstock_1902625765.jpg	2	22	0.08	Espressione, Abbigliamento
6845	Sport	shutterstock_1326806540.jpg	2	15	0.12	Attività, Posa
6878	Sport	shutterstock_1849986121.jpg	0	20	0	
7038	Body positivity	woman-gdd4876df9_1920.jpg	4	17	0.19	Forma fisica, Altro, Abbigliamento
7162	Disability	shutterstock_1028291764.jpg	1	23	0.04	Altro
3379	Religion	shutterstock_119806915.jpg	2	19	0.1	Altro
6980	Body positivity	shutterstock_1485125027.jpg	0	22	0	
3513	LGBT+	shutterstock_1670077168.jpg	3	22	0.12	Altro, Attività
4416	Miscellaneous photos	COCO_val2014_000000422755.jpg	0	2	0	
4178	Miscellaneous photos	COCO_val2014_000000155604.jpg	1	2	0.33	Altro
7075	Body positivity	shutterstock_712145737.jpg	1	17	0.06	Altro
3460	LGBT+	shutterstock_1062126854.jpg	1	21	0.05	Espressione, Posa
6880	Sport	shutterstock_788029807.jpg	0	22	0	
6890	Sport	shutterstock_1237100740.jpg	0	21	0	
6858	Sport	shutterstock_1412899604.jpg	1	27	0.04	Altro
5534	Miscellaneous photos	COCO_train2014_000000391422.jpg	0	4	0	
3381	Religion	shutterstock_352728503.jpg	0	21	0	
6902	Sport	shutterstock_1724102053.jpg	0	24	0	
7089	Body positivity	shutterstock_720622156.jpg	8	13	0.38	Posa, Attività, Altro, Espressione, Location
7125	Body positivity	shutterstock_237352213.jpg	1	22	0.04	Posa
7039	Body positivity	shutterstock_1772211635.jpg	3	23	0.12	Attività, Posa
3402	Religion	shutterstock_1715690425.jpg	3	19	0.14	Abbigliamento, Altro
3441	Religion	shutterstock_1092201521.jpg	1	22	0.04	Attività
6852	Sport	shutterstock_1846328656.jpg	0	26	0	
3431	Religion	shutterstock_1051757447.jpg	1	24	0.04	Abbigliamento
6831	Sport	shutterstock_738335416.jpg	0	20	0	
6968	Body positivity	shutterstock_542909656.jpg	5	17	0.23	Abbigliamento, Forma fisica, Posa, Espressione
5914	Miscellaneous photos	COCO_val2014_000000144373.jpg	0	4	0	
5277	Miscellaneous photos	COCO_test2014_000000168079.jpg	0	3	0	
6846	Sport	shutterstock_1889457544.jpg	2	18	0.1	Attività, Abbigliamento, Posa, Espressione, Location
7105	Body positivity	shutterstock_277695272.jpg	0	30	0	
4919	Miscellaneous photos	COCO_test2014_000000290953.jpg	3	0	1	Location, Altro
3399	Religion	shutterstock_426333367.jpg	1	20	0.05	Altro
4853	Miscellaneous photos	COCO_train2014_000000496682.jpg	0	4	0	
7079	Body positivity	shutterstock_1776897836.jpg	2	19	0.1	Posa, Espressione
3474	LGBT+	shutterstock_1614467191.jpg	6	19	0.24	Altro, Posa, Espressione
6870	Sport	shutterstock_1096655003.jpg	9	14	0.39	Forma fisica, Espressione, Attività, Abbigliamento, Altro, Posa
7106	Body positivity	shutterstock_110457236.jpg	1	24	0.04	Posa, Espressione
6978	Body positivity	shutterstock_1639831507.jpg	4	23	0.15	Posa, Espressione, Altro
3488	LGBT+	shutterstock_1607320003.jpg	1	27	0.04	Posa
3859	Miscellaneous photos	COCO_train2014_000000305573.jpg	0	3	0	
3929	Miscellaneous photos	COCO_train2014_000000367725.jpg	2	2	0.5	Altro, Location
6854	Sport	shutterstock_1129315814.jpg	2	21	0.09	Posa, Attività
7124	Body positivity	shutterstock_1892123794.jpg	2	24	0.08	Forma fisica, Attività
3454	LGBT+	shutterstock_1141561787.jpg	0	22	0	
3424	Religion	shutterstock_134827142.jpg	3	18	0.14	Altro, Attività
3471	LGBT+	shutterstock_1936537309.jpg	0	22	0	
6115	Miscellaneous photos	COCO_train2014_000000336159.jpg	0	3	0	
7139	Body positivity	shutterstock_766144318.jpg	1	18	0.05	Posa
7140	Disability	shutterstock_751728571.jpg	1	21	0.05	Altro
6491	Miscellaneous photos	COCO_train2014_000000176500.jpg	0	4	0	
6943	Body positivity	shutterstock_1741788920.jpg	1	23	0.04	Attività
6954	Body positivity	shutterstock_1634619031.jpg	6	18	0.25	Posa, Altro, Espressione
7096	Body positivity	shutterstock_122153809.jpg	2	22	0.08	Altro, Espressione
4863	Miscellaneous photos	COCO_val2014_000000441009.jpg	0	5	0	
6861	Sport	shutterstock_1858616650.jpg	0	25	0	
3409	Religion	shutterstock_286105100.jpg	4	21	0.16	Altro, Attività, Posa
3394	Religion	shutterstock_1563873859.jpg	3	20	0.13	Abbigliamento, Altro
6967	Body positivity	shutterstock_1493294117.jpg	5	18	0.22	Attività, Forma fisica, Abbigliamento, Posa, Espressione, Altro
7109	Body positivity	shutterstock_57003530.jpg	0	17	0	
5273	Miscellaneous photos	COCO_val2014_000000551995.jpg	0	5	0	
6886	Sport	shutterstock_1928518322.jpg	2	21	0.09	Attività, Posa, Espressione
6183	Miscellaneous photos	COCO_train2014_000000552518.jpg	0	4	0	
5489	Miscellaneous photos	COCO_test2014_000000379695.jpg	1	6	0.14	Location
6906	Sport	shutterstock_620373479.jpg	1	22	0.04	Location
3395	Religion	shutterstock_1020186199.jpg	2	19	0.1	Espressione, Altro
6838	Sport	shutterstock_1692010504.jpg	0	24	0	
3388	Religion	shutterstock_2099333743.jpg	2	22	0.08	Abbigliamento, Attività, Location, Espressione
3376	Religion	shutterstock_764111191.jpg	1	21	0.05	Altro
7085	Body positivity	BY3Q6xRg11G.jpg	0	22	0	
4719	Miscellaneous photos	COCO_train2014_000000371871.jpg	0	3	0	
4046	Miscellaneous photos	COCO_train2014_000000149921.jpg	0	6	0	
3392	Religion	shutterstock_1125735623.jpg	2	21	0.09	Posa, Abbigliamento
4094	Miscellaneous photos	COCO_val2014_000000251590.jpg	1	3	0.25	Altro
6271	Miscellaneous photos	COCO_test2014_000000212889.jpg	0	3	0	
3451	LGBT+	shutterstock_1899097348.jpg	1	18	0.05	Espressione, Posa, Abbigliamento, Forma fisica, Location, Attività, Altro
3577	Miscellaneous photos	COCO_val2014_000000548464.jpg	1	4	0.2	Location
6737	Miscellaneous photos	COCO_train2014_000000248118.jpg	0	3	0	
6843	Sport	shutterstock_1692010501.jpg	0	21	0	
6998	Body positivity	obesity-gb40c2ef01_1920.jpg	4	18	0.18	Forma fisica, Altro
6829	Sport	shutterstock_1006725097.jpg	1	21	0.05	Altro, Posa, Espressione
4842	Miscellaneous photos	COCO_train2014_000000393760.jpg	1	2	0.33	Altro
7088	Body positivity	shutterstock_125143985.jpg	3	13	0.19	Abbigliamento, Posa, Altro
4299	Miscellaneous photos	COCO_test2014_000000503496.jpg	0	5	0	
6754	Miscellaneous photos	COCO_val2014_000000011099.jpg	0	3	0	
3418	Religion	shutterstock_1515204662.jpg	0	19	0	
3497	LGBT+	shutterstock_1670317669.jpg	0	28	0	
4524	Miscellaneous photos	COCO_train2014_000000159820.jpg	2	1	0.67	Altro, Location
4748	Miscellaneous photos	COCO_train2014_000000506322.jpg	0	2	0	
6835	Sport	shutterstock_1274386540.jpg	0	23	0	
3520	LGBT+	shutterstock_653429179.jpg	5	20	0.2	Abbigliamento, Posa, Espressione, Location, Attività, Altro
6997	Body positivity	shutterstock_1747590341.jpg	5	20	0.2	Posa, Attività, Forma fisica, Altro
4404	Miscellaneous photos	COCO_train2014_000000308432.jpg	0	2	0	
6823	Sport	shutterstock_721933306.jpg	0	23	0	
3769	Miscellaneous photos	COCO_test2014_000000539889.jpg	2	1	0.67	Altro
7145	Disability	shutterstock_1363058285.jpg	0	17	0	
7057	Body positivity	shutterstock_158254562.jpg	5	20	0.2	Posa, Espressione, Location, Altro
7103	Body positivity	shutterstock_1170436330.jpg	3	22	0.12	Altro, Espressione, Location, Attività, Posa
3476	LGBT+	shutterstock_2013682142.jpg	3	20	0.13	Posa, Attività, Abbigliamento, Forma fisica, Espressione
6918	Body positivity	shutterstock_627716903.jpg	4	16	0.2	Altro, Abbigliamento, Espressione, Posa
6867	Sport	shutterstock_1832004880.jpg	3	20	0.13	Altro, Forma fisica
4905	Miscellaneous photos	COCO_test2014_000000331838.jpg	0	3	0	
7107	Body positivity	shutterstock_1033382749.jpg	2	19	0.1	Altro, Forma fisica
3490	LGBT+	shutterstock_1643983387.jpg	0	25	0	
4432	Miscellaneous photos	COCO_val2014_000000457453.jpg	0	1	0	
6882	Sport	shutterstock_607211717.jpg	0	22	0	
6952	Body positivity	shutterstock_785447953.jpg	2	23	0.08	Attività, Altro
3919	Miscellaneous photos	COCO_val2014_000000453708.jpg	0	1	0	
6936	Body positivity	shutterstock_265328456.jpg	0	20	0	
6841	Sport	shutterstock_363198860.jpg	1	21	0.05	Altro
4722	Miscellaneous photos	COCO_train2014_000000283403.jpg	0	4	0	
6820	Sport	shutterstock_496140826.jpg	1	22	0.04	Espressione
7086	Body positivity	shutterstock_1802344555.jpg	9	18	0.33	Forma fisica, Altro, Posa, Attività, Espressione
7051	Body positivity	woman-gacb3d8100_1920.jpg	2	19	0.1	Altro, Abbigliamento, Posa
5041	Miscellaneous photos	COCO_test2014_000000223231.jpg	1	3	0.25	Attività
3931	Miscellaneous photos	COCO_train2014_000000102111.jpg	4	4	0.5	Location, Altro, Espressione
3470	LGBT+	shutterstock_1850415478.jpg	4	25	0.14	Altro, Forma fisica, Abbigliamento
7024	Body positivity	shutterstock_1205945245.jpg	2	18	0.1	Abbigliamento, Posa, Espressione
7141	Disability	shutterstock_1813787993.jpg	2	21	0.09	Posa, Forma fisica
3444	LGBT+	shutterstock_1964126629.jpg	4	19	0.17	Posa, Attività, Altro, Forma fisica
6950	Body positivity	shutterstock_1444215848.jpg	4	18	0.18	Attività, Altro, Posa
5275	Miscellaneous photos	COCO_train2014_000000410173.jpg	0	4	0	
3437	Religion	shutterstock_611023688.jpg	1	21	0.05	Attività, Altro
6041	Miscellaneous photos	COCO_test2014_000000163577.jpg	1	3	0.25	Attività
6892	Sport	shutterstock_1475327333.jpg	0	21	0	
3442	LGBT+	shutterstock_1267928482.jpg	0	26	0	
3459	LGBT+	shutterstock_1789607453.jpg	0	26	0	
6922	Body positivity	shutterstock_1917970646.jpg	1	20	0.05	Espressione
7013	Body positivity	men-g19851b085_1920.jpg	2	26	0.07	Posa, Abbigliamento, Attività
4059	Miscellaneous photos	COCO_train2014_000000387575.jpg	0	5	0	
6927	Body positivity	shutterstock_1335392903.jpg	3	23	0.12	Espressione, Location, Altro
3452	LGBT+	shutterstock_1713714019.jpg	4	15	0.21	Altro, Attività, Forma fisica
6873	Sport	shutterstock_1237253098.jpg	0	18	0	
3386	Religion	shutterstock_1738212770.jpg	5	19	0.21	Espressione, Altro
6903	Sport	shutterstock_739427395.jpg	2	20	0.09	Altro
7123	Body positivity	shutterstock_1657052704.jpg	4	19	0.17	Espressione, Forma fisica, Posa
6359	Miscellaneous photos	COCO_val2014_000000065124.jpg	5	0	1	Location, Attività, Altro
6683	Miscellaneous photos	COCO_train2014_000000038122.jpg	0	6	0	
6970	Body positivity	shutterstock_28057660.jpg	2	21	0.09	Posa
6965	Body positivity	shutterstock_643863064.jpg	3	24	0.11	Espressione, Altro, Posa
6117	Miscellaneous photos	COCO_train2014_000000564450.jpg	1	3	0.25	Location
6780	Miscellaneous photos	COCO_test2014_000000487402.jpg	0	4	0	
6810	Sport	shutterstock_1048431439.jpg	0	22	0	
4911	Miscellaneous photos	COCO_train2014_000000327561.jpg	0	3	0	
3413	Religion	shutterstock_1868477143.jpg	1	22	0.04	Espressione
4241	Miscellaneous photos	COCO_train2014_000000255419.jpg	1	3	0.25	Posa
7090	Body positivity	love-gea1b562dc_1920.jpg	0	21	0	
3412	Religion	shutterstock_1810244959.jpg	1	22	0.04	Altro
5264	Miscellaneous photos	COCO_test2014_000000318452.jpg	0	4	0	
3403	Religion	shutterstock_1052977880.jpg	0	18	0	
3372	Religion	shutterstock_1592715757.jpg	1	22	0.04	Abbigliamento
7019	Body positivity	shutterstock_1891209166.jpg	2	25	0.07	Posa
6066	Miscellaneous photos	COCO_val2014_000000491481.jpg	0	7	0	
6948	Body positivity	shutterstock_159032486.jpg	4	21	0.16	Espressione
3515	LGBT+	shutterstock_2032775969.jpg	4	19	0.17	Posa, Forma fisica, Espressione, Altro
3415	Religion	shutterstock_1531396481.jpg	1	21	0.05	Posa
6431	Miscellaneous photos	COCO_val2014_000000298405.jpg	0	2	0	
4173	Miscellaneous photos	COCO_val2014_000000048133.jpg	0	9	0	
3761	Miscellaneous photos	COCO_val2014_000000175061.jpg	0	3	0	
7031	Body positivity	shutterstock_1470548099.jpg	5	21	0.19	Posa, Espressione, Attività
6938	Body positivity	happiness-g521642519_1920.jpg	0	25	0	
7054	Body positivity	shutterstock_1105250384.jpg	0	17	0	
7017	Body positivity	shutterstock_368738492.jpg	4	18	0.18	Attività, Location, Espressione, Posa, Abbigliamento, Forma fisica, Altro
7161	Disability	shutterstock_155587316.jpg	0	21	0	
7000	Body positivity	shutterstock_1225774807.jpg	1	24	0.04	Posa
4652	Miscellaneous photos	COCO_test2014_000000003413.jpg	0	2	0	
5982	Miscellaneous photos	COCO_val2014_000000431693.jpg	0	5	0	
3790	Miscellaneous photos	COCO_test2014_000000038182.jpg	1	2	0.33	Altro
6626	Miscellaneous photos	COCO_train2014_000000514777.jpg	0	2	0	
6993	Body positivity	shutterstock_1490152778.jpg	1	25	0.04	Altro
5885	Miscellaneous photos	COCO_train2014_000000268533.jpg	0	2	0	
5551	Miscellaneous photos	COCO_val2014_000000024480.jpg	0	5	0	
7153	Disability	shutterstock_1922089568.jpg	1	23	0.04	Altro
6331	Miscellaneous photos	COCO_val2014_000000165455.jpg	1	4	0.2	Altro
4243	Miscellaneous photos	COCO_train2014_000000076244.jpg	0	4	0	
3369	Religion	shutterstock_1212427192.jpg	3	21	0.13	Altro, Attività
6877	Sport	shutterstock_2055974531.jpg	0	23	0	
6382	Miscellaneous photos	COCO_test2014_000000111530.jpg	0	1	0	
6876	Sport	shutterstock_1294198063.jpg	1	21	0.05	Posa
7069	Body positivity	shutterstock_194916638.jpg	1	21	0.05	Posa, Location, Abbigliamento
5276	Miscellaneous photos	COCO_val2014_000000062170.jpg	0	4	0	
6925	Body positivity	shutterstock_1344447965.jpg	2	19	0.1	Espressione
5502	Miscellaneous photos	COCO_train2014_000000392472.jpg	0	2	0	
6964	Body positivity	shutterstock_557649973.jpg	0	17	0	
6856	Sport	shutterstock_1315159169.jpg	1	20	0.05	Forma fisica
7127	Body positivity	shutterstock_97043585.jpg	0	18	0	
5392	Miscellaneous photos	COCO_val2014_000000558608.jpg	0	5	0	
3522	LGBT+	shutterstock_1219118377.jpg	1	19	0.05	Altro
7154	Disability	shutterstock_1855938994.jpg	0	24	0	
7151	Disability	shutterstock_1744175480.jpg	1	19	0.05	Attività
6862	Sport	shutterstock_320253326.jpg	1	20	0.05	Attività
3365	Religion	shutterstock_1540955660.jpg	0	22	0	
5888	Miscellaneous photos	COCO_test2014_000000373369.jpg	0	6	0	
3496	LGBT+	shutterstock_388687885.jpg	0	22	0	
3385	Religion	shutterstock_1917635897.jpg	0	24	0	
6996	Body positivity	shutterstock_1350507857.jpg	0	21	0	
3455	LGBT+	shutterstock_1465132451.jpg	4	17	0.19	Attività
7030	Body positivity	asian-gb266245fe_1920.jpg	0	22	0	
6899	Sport	shutterstock_727673917.jpg	0	22	0	
5493	Miscellaneous photos	COCO_train2014_000000286349.jpg	0	5	0	
3479	LGBT+	shutterstock_2009830526.jpg	1	18	0.05	Espressione
4472	Miscellaneous photos	COCO_test2014_000000250783.jpg	1	4	0.2	Attività
7100	Body positivity	shutterstock_1253584564.jpg	1	19	0.05	Altro
5643	Miscellaneous photos	COCO_train2014_000000380477.jpg	0	7	0	
6828	Sport	shutterstock_1447760390.jpg	0	20	0	
3390	Religion	shutterstock_1928277098.jpg	4	18	0.18	Altro, Posa, Abbigliamento
6442	Miscellaneous photos	COCO_val2014_000000104455.jpg	0	5	0	
6818	Sport	shutterstock_271063772.jpg	1	22	0.04	Altro
7164	Disability	shutterstock_1400017193.jpg	1	24	0.04	Altro
7023	Body positivity	shutterstock_722180335.jpg	2	22	0.08	Posa, Altro
6462	Miscellaneous photos	COCO_val2014_000000270556.jpg	0	4	0	
3892	Miscellaneous photos	COCO_train2014_000000160810.jpg	1	5	0.17	Location
6488	Miscellaneous photos	COCO_train2014_000000177636.jpg	0	13	0	
7063	Body positivity	shutterstock_550886518.jpg	1	20	0.05	Altro
6939	Body positivity	shutterstock_42356440.jpg	1	24	0.04	Posa, Espressione
5638	Miscellaneous photos	COCO_train2014_000000183893.jpg	1	4	0.2	Altro
6850	Sport	shutterstock_768865495.jpg	1	24	0.04	Altro
4263	Miscellaneous photos	COCO_test2014_000000355104.jpg	0	5	0	
6942	Body positivity	shutterstock_1070541119.jpg	0	24	0	
6866	Sport	shutterstock_1470112943.jpg	0	26	0	
5768	Miscellaneous photos	COCO_train2014_000000570864.jpg	1	3	0.25	Location
6847	Sport	shutterstock_1177631758.jpg	1	25	0.04	Attività
7120	Body positivity	shutterstock_1855679755.jpg	4	20	0.17	Posa, Location, Forma fisica, Attività
6055	Miscellaneous photos	COCO_test2014_000000521766.jpg	2	2	0.5	Location
3435	Religion	shutterstock_588835379.jpg	2	25	0.07	Altro, Abbigliamento
6984	Body positivity	shutterstock_1830855197.jpg	4	20	0.17	Posa, Espressione
3371	Religion	shutterstock_1199583331.jpg	0	23	0	
7012	Body positivity	shutterstock_50940478.jpg	4	20	0.17	Attività, Altro, Posa
3487	LGBT+	shutterstock_1907940226.jpg	1	24	0.04	Altro
5604	Miscellaneous photos	COCO_train2014_000000253159.jpg	0	6	0	
3373	Religion	mosque-gefa9b79cf_1920.jpg	0	24	0	
3466	LGBT+	shutterstock_2016066080.jpg	0	22	0	
3363	Religion	shutterstock_506910448.jpg	1	24	0.04	Abbigliamento
3469	LGBT+	shutterstock_1396337351.jpg	3	25	0.11	Posa, Espressione, Forma fisica
6267	Miscellaneous photos	COCO_train2014_000000159109.jpg	1	3	0.25	Altro
6857	Sport	shutterstock_736476670.jpg	0	24	0	
6930	Body positivity	shutterstock_1979335.jpg	0	25	0	
3494	LGBT+	shutterstock_238677292.jpg	3	23	0.12	Altro, Attività
3450	LGBT+	shutterstock_1319309885.jpg	0	16	0	
7134	Body positivity	shutterstock_83990605.jpg	0	24	0	
7119	Body positivity	shutterstock_1340324021.jpg	1	24	0.04	Forma fisica, Espressione
7008	Body positivity	shutterstock_109048562.jpg	2	27	0.07	Altro
3507	LGBT+	shutterstock_2083258090.jpg	1	26	0.04	Altro
3387	Religion	shutterstock_723083614.jpg	0	22	0	
6851	Sport	shutterstock_422100022.jpg	2	21	0.09	Espressione, Posa
7052	Body positivity	book-g570a76291_1920.jpg	3	24	0.11	Espressione, Attività
6558	Miscellaneous photos	COCO_val2014_000000342334.jpg	0	3	0	
6966	Body positivity	shutterstock_765508870.jpg	0	22	0	
7111	Body positivity	shutterstock_1199411908.jpg	1	18	0.05	Altro
6618	Miscellaneous photos	COCO_train2014_000000033842.jpg	0	4	0	
6951	Body positivity	shutterstock_1886812075.jpg	3	21	0.13	Altro, Espressione, Posa
5808	Miscellaneous photos	COCO_val2014_000000209829.jpg	0	3	0	
6834	Sport	shutterstock_1846328653.jpg	0	23	0	
4214	Miscellaneous photos	COCO_test2014_000000338699.jpg	0	4	0	
6855	Sport	shutterstock_1522673114.jpg	2	25	0.07	Altro, Forma fisica, Abbigliamento, Posa
3498	LGBT+	shutterstock_1342246334.jpg	0	22	0	
7160	Disability	shutterstock_558187615.jpg	2	18	0.1	Espressione
6991	Body positivity	shutterstock_1922089577.jpg	1	18	0.05	Forma fisica
7020	Body positivity	shutterstock_1629972709.jpg	1	18	0.05	Location
6895	Sport	shutterstock_696160894.jpg	0	25	0	
6881	Sport	shutterstock_275243963.jpg	0	25	0	
